乘隙,顺便
明婚正娶,明婚正配
嚣张,疯狂
包庇,偏护
缩小,缩短
格式,花样
不修边幅,不护细行
元勋,功臣
问候,存问
虚无飘渺,镜花水月
信手拈来,顺手牵羊
校订,校正
贪杯,贪酒
寸草不留,斩草除根
征采,搜集
依约,如约
云开日出,雨过天晴
赠给,赏赐
车载斗量,连车平斗
说古谈今,谈今论古
操戈入室,操矛入室
放火烧山,煽风点火
观赏,观摩
按部就班,遵厌兆祥
遗臭万年,遗臭无穷
战栗,颤抖
老牛舐犊,爱子心切
笨重,粗重
三江七泽,三江五湖
面有菜色,鸠形鹄面
休息,憩息
工力悉敌,势均力敌
诲人不倦,谆谆教导
伴随,追随
分别,划分
求全责备,吹毛求疵
横眉怒目,凶神恶煞
流露,走漏
评比,评选
黑白混淆,是非不分
怕死鬼,胆小鬼
郑人买履,生搬硬套
教导,教学
劫持,要挟
令媛,千金
道殣相属,道殣相望
忠心耿耿,沥胆披肝
察言观色,鉴貌辨色
一日万几,一日万机
假心,假意
摆显,炫耀
决绝,断交
响遏行云,震天动地
水到渠成,顺理成章
赤手空拳,身无寸铁
光泽,色泽
大笔如椽,力透纸背
凶年,歉岁
仆人,佣人
才气过人,才识过人
警员,警察
趋奉,市欢
三妻四妾,三宫六院
轻慢,慢待
东徙西迁,东迁西徙
四面受敌,左支右绌
寓目,过目
勉慰,宽慰
人山人海,人头攒动
倡议,呼吁
经书,经籍
孀妇,寡妇
叫嚣,吆喝
浩然之气,光明正大
幽灵,幽魂
不省人事,昏迷不醒
夸奖,表彰
抗御,防范
日常,一般
活动,活跃
古井无波,心如古井
竞争,比赛
叩首,叩头
哑口无言,理屈词穷
文章,著作
作壁上观,冷眼旁观
收关,结尾
鱼游沸釜,鱼游沸鼎
助人下石,助纣为虐
毁不危身,毁不灭性
精打细算,持筹握算
卑辞厚币,卑辞厚礼
万头攒动,比肩接踵
下车伊始,新来乍到
垂问,照顾
负固不服,负阻不宾
相遇,邂逅
心不在焉,心猿意马
勾搭,勾串
艰难曲折,艰难险阻
杀身成仁,铁面无私
闭幕,收场
发明,独创
狼狈为奸,朋比为奸
清闲,闲散
谈天,闲聊
削弱,衰弱
愚见,浅见
忽忽不乐,怏怏不乐
鼎峙,鼎立
懒散,散漫
窥察,窥探
侵犯,侵凌
坦白,率直
舍本求末,劳民伤财
山鸣谷应,遥相呼应
清理,清算
衰微,陵夷
佐理,助理
企望,祈望
广博,广泛
泣不成声,泪眼汪汪
披垂,披散
乱七八糟,乌七八糟
起点,开始
舍弃,断念
光华,光芒
惨无人道,豺狼成性
山珍海错,美味佳肴
哭笑不得,不尴不尬
糊涂,昏迷
刚毅,坚贞
自暴自弃,不能自拔
学富五车,殚见洽闻
中断,停滞
声响,声音
深厚,深邃
春和景明,风和日丽
笃定,确定
养尊处优,娇生惯养
财富,金钱
本身,自己
恬淡,淡泊
提神,留意
匠心独具,独具匠心
东遮西掩,遮遮掩掩
影影绰绰,模模糊糊
撤除,退却
打猎,狩猎
凶险,欠安
志愿,意向
甘薯,红薯
末端,终局
责难,非难
一马当先,争先恐后
待人处事,待人接物
洁净,明净
仰天长叹,无能为力
借花献佛,顺水人情
默默无闻,无声无臭
放恣,放荡
久经沙场,老马识途
不苟言笑,宠辱不惊
生硬,僵硬
卧室,寝室
泛论,畅谈
姿容,相貌
贫贱之知,贫贱之交
手足胼胝,手足重茧
出尔反尔,翻云覆雨
矜重,慎重
体验,阅历
拥戴,拥爱
蹑手蹑足,蹑脚蹑手
一无所能,志大才疏
口试,面试
反目成仇,反眼不识
大胆,果敢
倾向,目标
注明,评释
自告奋勇,马不停蹄
山明水秀,水木清华
难听,逆耳
昏头搭脑,昏头昏脑
床上叠床,床上施床
将近,快要
狼狈不堪,丢盔弃甲
伤心欲绝,悲痛欲绝
借款,乞贷
巍峨,峻峭
身不由主,身不由己
丢魂失魄,急急忙忙
劫富济贫,杀富济贫
人世,世间
禁闭,封闭
乡里,桑梓
一劳永逸,暂劳永逸
屈驾,枉顾
心服口服,服服贴贴
才貌双全,才貌双绝
言而有信,说一不二
公有,国有
愤怒,气忿
贤才君子,贤良方正
预定,预约
来临,降临
沉静,死板
犯罪,犯法
高涨,高潮
朦朦胧胧,隐隐约约
显现,呈现
执法不阿,执法如山
燕昭市骏,燕骏千金
凄切,悲凄
工具,用具
束手待毙,束手待死
外表,表面
飘荡,飘舞
以身试法,违法乱纪
破损,破坏
锻炼,磨炼
朴实,朴素
洪福齐天,福如东海
用兵如神,神机妙算
粉妆玉琢,粉装玉琢
层见叠出,层出不穷
拔苗助长,欲速不达
一心一意,一心一路
死得其所,名垂青史
捷足先登,疾足先得
储存,贮存
贮蓄,贮存
卷烟,香烟
肃立,伫立
精华,精炼
足智多谋,老奸巨滑
一马当先,首当其冲
败落,衰败
攻下,攻克
启程,登程
主动,积极
三六九等,三等九格
关闭,闭塞
言必有中,言之有物
达成,竣工
尊奉,崇奉
阴错阳差,一差二错
执行,实践
升值,增值
韬光用晦,韬光养晦
对于,对付
以卵击石,螳臂当车
趋势,趋向
反抗,造反
一如既往,自始至终
晚年,老年
德容言功,德言工貌
潦草,轻率
削铁如泥,新发于硎
迷失,迷茫
趋利避害,违害就利
三告投杼,道听途说
筑室道谋,见异思迁
签订,缔结
拼凑,拼集
轻便,轻省
易服,更衣
扑素,质朴
老生,须生
张眉努目,张眉努眼
搭伙,合伙
农村,村庄
半推半就,虚情假意
松捆,松绑
决断,剖断
不共戴天,深仇大恨
帐幕,帐蓬
商酌,酌量
衣锦昼行,还乡昼锦
沉着痛快,沉著痛快
凸起,杰出
冲凉,沐浴
不容置疑,不容分说
揶揄,嗤笑
力不从心,心余力绌
龟年鹤寿,龟年鹤算
永生永世,生生世世
约束,统制
不要紧,没关系
五大三粗,牛高马大
无所畏惧,傲雪欺霜
举荐,引荐
羞花闭月,花容月貌
听从,顺从
触犯,获咎
前年,旧年
恩威并用,恩威并著
凤毛麟角,屈指可数
定期,按期
家产,财产
总体,全体
古怪,诡谲
好手,老手
群集,齐集
烂熟,熟练
临阵磨枪,渴而穿井
昏黑,黑暗
捭阖纵横,纵横捭阖
坐收渔利,无功受禄
美艳,鲜艳
置若罔闻,视若无睹
鲜嫩,鲜活
刁难,留难
改弦易辙,改变方式
跨越,横跨
恩典,恩情
素养,素质
疑点,疑窦
声名狼藉,斯文扫地
切肤之痛,剥肤之痛
固步自封,裹足不前
犹如,如同
宿怨,怨仇
活络,灵动
摆列,陈列
赚钱,赢利
明朗,晴明
才华,能力
与世俯仰,与世偃仰
跳动,跳跃
扫兴,败兴
纠纷,瓜葛
交锋,打仗
一无所获,宝山空回
知彼知己,知彼知己
欺诈,讹诈
息交,断交
代替,包办
季子,幼子
喧宾夺主,鹊巢鸠占
无边无垠,无边无涯
不吝指教,不吝珠玉
克制,仰制
遁词,饰词
吸取,汲取
白头偕老,百年偕老
从命,尊从
时过境迁,明日黄花
沉沦,失足
来往,交易
花团锦簇,珠围翠绕
判若两人,迥然不同
丈量,测量
修饰,化装
吃惊,惊愕
往时,过去
太平盛世,文治武功
闲扯,闲谈
大海捞针,水中捞月
仲父,叔父
由衷之言,言为心声
安于现状,自甘堕落
承继,继承
举不胜举,不遑枚举
奋起,振作
指标,目标
懵懂,费解
宁愿,宁肯
井渫不食,井渫莫食
亲眼所见,耳闻目睹
置若罔闻,充耳不闻
厄运,倒霉
乘风破浪,长风破浪
与世浮沉,同流合污
师出无名,平白无故
应时,合时
明察秋毫,洞察其奸
好生之德,救苦救难
动身,登程
挂念,顾忌
养儿防老,积谷防饥
名声,名气
关头,关节
天才,天赋
深恶痛绝,恨之入骨
朋分,瓜分
一望而知,洞若观火
水果,生果
密友,老友
典型,样板
众寡悬殊,敌众我寡
推三推四,推三阻四
潸然泪下,泪如雨下
津津乐道,津津有味
闭目塞听,充耳不闻
当前,目下
贴近,逼近
寿比南山,长命百岁
存在,生活
天高听下,天高听卑
灾害,危害
还淳反朴,还淳返朴
真心实意,真心真意
摧枯拉朽,拉枯折朽
唯利是视,唯利是求
盛开,怒放
威武,英武
不亦乐乎,淋漓尽致
依次,轮流
戏子,演员
国泰民安,民富国强
依旧,宝石
止渴思梅,止渴望梅
彻上彻下,彻里彻外
一无所获,满载而归
寒凉,沧凉
颜料,颜色
一无所知,全无所闻
来踪去路,来踪去迹
力挽狂澜,扭转乾坤
知恩报德,结草衔环
喜报,喜讯
奉陪,陪伴
不知所措,心中无数
喜气洋洋,笑逐颜开
粟红贯朽,粟陈贯朽
口中雌黄,言而无信
获利,赢利
串连,串通
靖言庸违,靖谮庸回
其时,当时
采兰赠芍,采兰赠药
时刻,时间
一切,十足
山崩地裂,山崩地陷
指手画脚,比手划脚
东鳞西爪,残缺不全
收缩,压缩
不厌其详,细大不捐
红光满面,脑满肠肥
入网,上钩
春光明媚,花红柳绿
交友,相交
筹办,筹备
光阴,时期
神谟庙算,神谟远算
方剂,药方
天经地义,理所当然
反酸,嗳酸
沉浸,陶醉
解放,解决
水火无交,水米无干
兼顾,统筹
混淆视听,遮人耳目
如蚁附膻,趋之若鹜
从属,隶属
主张,意见
凯旋,凯旅
主脑,头头
掠夺,夺取
厘革,变革
捆绑,系结
环视,环顾
反水,叛变
免职,罢职
外患,外祸
土人,土着
击毂摩肩,摩肩击毂
享受,享福
同化,夹杂
伪饰,掩饰
赶上,超越
开释,释放
日甚一日,每况愈下
绸缪,缠绵
巧夺天工,鬼斧神工
弄堂,衖堂
本心,良心
众矢之的,树大招风
安放,放置
九泉之下,阴曹地府
凝思,凝神
出人头地,卓尔不群
比如,譬喻
否决,抗议
实际,实践
呵护,珍爱
朦胧,模糊
仿佛,宛然
幽灵,阴灵
汗马之劳,丰功伟绩
比年,连年
起点,起始
鞍马劳倦,鞍马劳神
遥遥相对,遥相呼应
严寒,阴寒
文章宗工,文章巨公
买马招军,买马招兵
威信,威风
签字,署名
一鸣惊人,蛟龙得水
妙药,灵药
改恶从善,改过迁善
以卵投石,无济于事
发抖,战抖
怠惰,懒惰
年底,年末
较劲,较量
折冲尊俎,折冲樽俎
别籍异居,别籍异财
荣耀,名誉
舞动,跳舞
照拂,顾问
凋落,雕谢
才华,材干
狐鸣篝火,狐鸣鱼书
授奖,颁奖
暖烘烘,暖融融
娇傲,孤高
知人善任,唯才是举
决别,永逝
夙夜,日夕
引诱,迷惑
祸殃,祸害
祸根,祸胎
尾随,追随
狐兔之悲,狐死兔泣
设宴,设席
接洽,研究
平宁,平安
越境,逾境
劝说,奉劝
死中求生,死里求生
感化,作用
显要,显达
上岸,登岸
旁门,歪路
寂然,沉寂
扣门,敲门
无缘无故,平白无故
坏蛋,懦夫
养痈成患,养虎伤身
刚巧,正巧
时髦,时兴
微茫,蒙胧
番薯,红薯
天子,皇帝
如鱼得水,游刃有余
应知,须知
哀悼,哀痛
仁民爱物,爱民如子
迎刃而解,顺理成章
口号,标语
秀美,俊美
禀赋,赋性
不共戴天,令人发指
揣摸,臆度
仔细,留心
无与伦比,独步天下
依附,以来
南征北战,身经百战
简朴,素朴
仿制,模仿
清都紫府,清都紫微
专科,专长
捐残去杀,去杀胜残
动手,发端
七零八碎,鸡零狗碎
言而不信,食言而肥
官场,政界
愁闷,苦闷
傲霜斗雪,傲雪欺霜
一触即发,箭拔弩张
掂斤抹两,掂斤播两
面无人色,张皇失措
忠实,诚挚
宣扬,散步
功劳,进贡
归心似箭,归去来兮
隔膜,隔阂
孤寒,小气
不法,违警
批亢捣虚,批吭捣虚
焚林而猎,涸泽而渔
获取,取得
剖析,剖释
体育场,运动场
展开,打开
脸红耳赤,脸红耳热
联结,联络
教诲,教养
收手,歇手
冰解冻释,烟消云散
国民,公民
俊彦,翘楚
剖心坼肝,剖心析肝
东鳞西爪,一鳞半爪
居摄,摄政
心思,思想
无千待万,无千无万
妙语解颐,妙语连珠
历尽艰辛,坚苦卓绝
欢欣,欢娱
旷日积晷,旷日经久
意在言外,弦外之意
凛如霜雪,凛若秋霜
张灯结彩,热热闹闹
深入,长远
违心之言,违心之论
微小,渺小
内耗,内讧
略胜一筹,聊胜一筹
横暴,粗鲁
形容,形色
备案,挂号
剩余,残存
回答,回话
不成体统,有失体统
完成,已毕
付诸洪乔,洪乔捎书
亏弱,软弱
歼灭,销毁
贤良,贤能
排除,排泄
旷野,荒野
衣绣夜游,衣锦夜行
幽静,幽寂
神色,神采
崭新,新鲜
末路,死路
存心不良,心怀叵测
撒手尘寰,一瞑不视
宾客如云,宾客盈门
把薪助火,抱薪救火
沆瀣一气,通同一气
治理,统辖
热中,热诚
虎口余生,绝处逢生
作古,去世
飞舞,飞行
金兰之交,金兰之友
支持,声援
以假乱真,以伪乱真
公约,左券
目光,眼光
侵夺,劫掠
喷薄欲出,如日东升
沃土,沃壤
哀哭,痛哭
轻捷,轻盈
恪守,遵循
愚笨,迂曲
煮豆燃萁,燃萁煎豆
凶猛,狠恶
退徙三舍,退避三舍
弊帚千金,弊帚自珍
声势浩大,汹涌澎湃
宣扬,传布
收拾,管理
一字一珠,一字千金
大相径庭,大有迳庭
诛讨,征伐
任人唯亲,顺之者昌
一再,频仍
枕戈以待,枕戈达旦
膝行,蒲伏
独霸,独揽
主张,见解
枉费,白费
人命关天,非同小可
面无人色,面如死灰
花团锦簇,奼紫嫣红
轻手轻脚,轻手软脚
假公济私,损人利己
最佳,最好
提防,防止
明察秋毫,明察暗访
高官尊爵,高官显爵
清晨,朝晨
鲁阳挥日,鲁阳麾戈
廖若晨星,屈指可数
暮气沉沉,死气沉沉
剽窃,抄袭
上司,上级
瞎扯,胡说
破镜重圆,重温旧梦
先兆,征兆
弥漫,充斥
奥妙,奥秘
巨富,豪富
故态复作,故态复萌
囊里盛锥,锥处囊中
人小鬼大,聪明伶俐
充分,充实
岁数,年纪
防不胜防,突如其来
地道,隧道
冷清,岑寂
索取,索要
若隐若显,隐隐约约
得胜,成功
博闻强记,博览群书
家鸡野雉,家鸡野鹜
家徒壁立,环堵萧然
选贤与能,选贤任能
心惊肉跳,胆颤心惊
地广人稀,地旷人稀
侵占,霸占
领袖,领袖
回绕,缭绕
协心同力,齐心协力
绩学之士,饱学之士
炙手可热,烜赫一时
心惊胆颤,怦然心动
倩丽,娇艳
佐治,襄理
辅助,补助
暗示,默示
掩人耳目,老婆当军
姘妇,贱货
乐意,痛快
无往不利,战无不胜
愚昧,屈曲
稠密,浩繁
安良除暴,除暴安良
伪装,装作
悔不当初,追悔莫及
知名,闻名
议决,议定
暴毙,猝死
亨衢,通衢
崇高,优良
巡查,梭巡
东零西散,东零西碎
焦心,焦虑
回国,归国
低劣,低装
野人奏曝,野人献曝
缓缓,渐渐
多见,常见
省悟,醒悟
学友,校友
武艺,技艺
闭目塞听,不闻不问
坐井观天,管窥之见
弄巧成拙,画虎不成
前所未有,无与比伦
决断,决议
养虎遗患,后患无穷
叨光,打扰
柔和,柔软
威武不屈,宁死不屈
无理,畸形
痴人说梦,荒诞不经
讲义,课本
先辈,前辈
保暖,御寒
停懈,松懈
一笔抹摋,一笔抹煞
沁人心脾,芬芳馥郁
清白,雪白
标帜,记号
亮光,光线
一无所有,一穷二白
闺房,闺阁
灭绝,绝迹
往时,夙昔
不拘小节,不修小节
为蛇添足,为蛇画足
滋扰,骚扰
苌弘碧血,苌弘化碧
巨大,强大
大是大非,泾渭分明
心明眼亮,耳聪目明
翠绿,青葱
方正,耿介
乏味,蹩脚
出人预料,意想不到
卓立,挺立
审核,查核
好汉,豪杰
幸运,走运
险些,简直
开疆拓土,开疆辟土
群情,言论
一夫之勇,匹夫之勇
删改,窜改
离开,脱离
告慰,慰藉
避其锐气,避实击虚
窍门,诀窍
咂嘴咂舌,咂嘴舔唇
喧宾夺主,反宾为主
片时,一会
撕心裂肺,肝胆俱裂
口舌,辱骂
原则,准绳
存身,藏身
赔礼,赔罪
半信半疑,疑信参半
死生有命,命中注定
垮塌,崩塌
豁然开朗,暗中摸索
夜长梦多,瞬息万变
强壮,壮大
伛偻,佝偻
白璧微瑕,瑕不掩瑜
冒名顶替,鱼目混珠
委实,确实
生拖死拽,生拉硬扯
剜肉医疮,剜肉补疮
稽查,查察
光脚,赤脚
如堕烟海,如堕烟雾
壶中日月,壶里乾坤
复员,转业
得意忘形,忘乎所以
楚楚可怜,楚楚可爱
部署,安插
全神贯注,目不转睛
七颠八倒,五角六张
批准,核准
戒指,限度
咸集,集合
拥入,挤入
存候,慰劳
安居乐业,刀枪入库
教导,领导
园地,场地
以汤止沸,以汤沃沸
造次颠沛,颠沛流离
宽待,宽恕
结巴,窒碍
得寸进尺,贪猥无厌
听之任之,听其自流
相当,非常
幽默,滑稽
整装,治装
善为说辞,阿谀逢迎
纠葛,胶葛
拔类超群,超群拔类
暗喜,窃喜
通行,风行
离婚,离异
楚馆秦楼,秦楼楚馆
痛爱,钟爱
不妨,可能
手腕,花招
动作,行动
未必,偶然
躲避,躲闪
狗恶酒酸,酒酸不售
放弃,丢弃
斗劲,比力
颂赞,赞扬
忠告,箴规
如果,要是
远程,资料
妄下雌黄,信口开河
趁波逐浪,随波逐流
无计可施,黔驴之技
初次,首次
荡检逾闲,放荡不羁
蓬筚生辉,蓬荜增辉
大祸,横祸
指指点点,说三道四
加强,巩固
怙顽不悛,顽固不化
洁白,皑皑
拟于不伦,拟非其伦
乌鸟私情,慈乌反哺
仓促,匆匆
界限,边界
举行,实行
核心,重心
滋生,茂盛
刻薄,尖酸
狂饮,痛饮
辞谢,推辞
风餐露宿,仆仆风尘
报答,感谢
添油加醋,添枝加叶
残毁,破败
满腔热情,热血沸腾
守御,戍守
医疗,诊治
人无完人,金无足赤
习俗,风气
文不对题,答非所问
人品,人格
鸡毛蒜皮,细枝末节
轻口薄舌,轻口轻舌
几何,多少
天理难容,天理昭彰
寿陵匍匐,寿陵失步
轻车简从,轻骑简从
柔弱,怯懦
今朝,目前
苍翠,葱茏
不解之缘,难解难分
轻言寡信,轻诺寡信
伏低做小,做小伏低
聊以塞责,马马虎虎
查看,察看
鱼烂土崩,鱼烂瓦解
放浪形骸,落拓不羁
蜚短流长,造谣中伤
过期,逾期
威胁,威逼
控制,把握
出众,拔萃
媒妁之言,月下老人
未免,难免
毛将安傅,相辅相成
严惩不贷,绳之以法
勤能补拙,将勤补拙
若存若亡,若有若无
光明,光彩
欺侮,欺凌
停歇,停滞
氛围,空气
毒头,牛头
行踪,足迹
震天撼地,震天动地
威名,威望
实在,其实
暮楚朝秦,朝秦暮楚
碰到,遭受
明镜高悬,虚堂悬镜
开怀,舒怀
画虎类犬,画虎不成
乡村,村落
马齿徒长,马齿徒增
探亲,省亲
轶事,逸事
言近意远,言近指远
如果,假设
颓靡,颓败
拾获,拾遗
沉吟不决,犹豫不决
别离,分手
紧急,危险
兴会,趣味
好多,许多
胸有成竹,举棋若定
宾朋满座,高朋满座
昂扬,昂然
旅行,观光
向火乞儿,狗仗人势
检测,测试
蔚然成风,风靡一时
撤废,取销
力挽狂澜,砥柱中流
文房四侯,文房四宝
亏折,亏本
呆似木鸡,呆如木鸡
危言耸听,耸人听闻
非同寻常,非同小可
含情脉脉,深情款款
撵走,驱逐
深究,究查
握拳透掌,握拳透爪
列举,枚举
大庭广众,大廷广众
坐罪,治罪
诀别,阔别
凸起,突出
尽善尽美,无懈可击
污染,玷污
彷徨,踌躇
莫非,难道
乔装,改扮
追本穷源,饮水思源
效劳,服务
梗直,正直
吉星高照,大吉大利
虚夸,浮夸
